main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Digital Music,Nevermind,4.8,15069,[],"['2013 (STILL SEALED) 12"" Vinyl Re-Mastered 33-LP., Pressed in (PALLAS, GERMANY) Getting VERY RARE! on Audiophile Quality 180-gram Virgin Vinyl in (MINT) condition and Album cover in (MINT) condition; ..... . . . . . . NIRVANA ""NEVERMIND"" Ranked #1 Spin Magazine\'s 90 Greatest Albums of the 1990s, Lead singer -RIP *Kurt Cobain* This 2013 Re-Mastered Record label DGC \u200e #DGC-24425, Sub Pop - DGC-24425: Comes with a printed insert. -TRACK LISTINGS: - : 1. Smells Like Teen Spirit 2. In Bloom 3. Come As You Are 4. Breed 5. Lithium 6. Polly 7. Territorial Pissings 8. Drain You 9. Lounge Act 10. Stay Away 11. On A Plain 12. Something In The Way ;;;(SHIPS FROM CENTRAL ILLINOIS);;; LOOK - For More Rare LP Box Sets and Soundtracks at my Store Front oldstuff2006pat I describe the condition on All my items as I would want for purchasing myself; I will Not knowingly list any records that skip or jump. Please feel free to contact me with questions or any music needs. Multiple purchases deserve Combined shipping; Just Ask. Thanks; Dave']",,"[{'thumb': 'https://m.media-amazon.com/images/I/510zLtFDhzL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/510zLtFDhzL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81B5Xe9YfdL._SL1425_.jpg'}]",[],Nirvana   Format: Vinyl,"['CDs & Vinyl', 'Rock', 'Hard Rock']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '15.83 x 12.76 x 0.87 inches; 11.2 Ounces', 'Manufacturer': 'Org Music', 'Date First Available': 'October 27, 2009', 'Label': 'Org Music', 'Number of discs': '1'}",B002UAJ0BS,,,
Digital Music,Nevermind,4.8,14987,[],"['Limited 180gm vinyl pressing of this classic 1991 album from Kurt Cobain and the boys. Nevermind became a surprise success in late 1991, largely due to the popularity of its first single, ""Smells Like Teen Spirit"". By January 1992, it had replaced Michael Jackson\'s album Dangerous at #1 on the Billboard 200 chart. The album also produced three other successful singles: ""Come as You Are"", ""Lithium"", and ""In Bloom"". The Recording Industry Association of America has certified the album Diamond (over 10 million copies shipped), and the album has sold over 30 million copies worldwide. Nevermind was responsible for bringing Alternative Rock to a large mainstream audience, and has been ranked highly on lists of the greatest albums of all time by publications such as Rolling Stone and Time.']",25.18,"[{'thumb': 'https://m.media-amazon.com/images/I/51Smi49bo8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Smi49bo8L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91G5ndi8yFL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51pxrnldrnL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51pxrnldrnL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/A1d-lL-YE0L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51TwzPpPOOL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51TwzPpPOOL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/91BL5uiH+WL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/515HstDcj+L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/515HstDcj+L.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/A1Mbwum5dsL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41-xkWa5xkL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41-xkWa5xkL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81xNKWbdrcL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31ET+s69rlL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31ET+s69rlL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/717UvyG+NXL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31r0WhTXoOL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31r0WhTXoOL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71UpKQm0lML._SL1500_.jpg'}]",[],Nirvana   Format: Vinyl,"['CDs & Vinyl', 'Rock', 'Hard Rock']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '12.36 x 12.36 x 0.31 inches; 8.32 Ounces', 'Manufacturer': 'Geffen / SubPop', 'Item model number': 'UM-4244251', 'Department': 'Music vinyl records', 'Original Release Date': '2013', 'Date First Available': 'July 25, 2006', 'Label': 'Geffen / SubPop', 'Country of Origin': 'USA', 'Number of discs': '1'}",B0000088DC,,,
Digital Music,X-Men: Days Of Future Past Soundtrac K,4.6,14980,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51+ulrl46rL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51+ulrl46rL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51BK-UgSHmL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51BK-UgSHmL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/81dIE3xy+zL._SL1500_.jpg'}]",[],Hugh Jackman   Format: Vinyl,"['CDs & Vinyl', 'Soundtracks', 'Movie Soundtracks']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '12 x 12.6 x 1 inches; 1.23 Pounds', 'Manufacturer': 'Sony Music Canada Inc.', 'Item model number': 'MOVLP1187', 'Original Release Date': '2014', 'Date First Available': 'July 25, 2014', 'Label': 'Sony Music Canada Inc.', 'Number of discs': '2'}",B00M2A9BJM,,,
Digital Music,Nevermind,4.8,14969,[],"['Product Description', ""The deluxe edition of NEVERMIND makes the most of the occasion, unearthing literally dozens of previously unreleased recordings, obscure B-sides, alternate mixes, radio sessions, studio rarities and live recordings, including a 1991 Halloween concert at Seattle's Paramount Theatre in it's entirety."", 'From the Artist', 'The Nirvana Nevermind 20th anniversary reissue is also available as a 2-CD Deluxe Edition featuring the remastered album and B-sides, the Smart Studio sessions, boombox rehearsals and BBC sessions, a 4-LP, 180-gram heavyweight vinyl edition featuring the same 40 tracks as the Deluxe Edition, a remastered CD of the original album, and digital versions of the standard and deluxe editions. The Paramount concert, transferred from 16mm film and multi-track audio, is the only known Nirvana concert shot to film and will be available in a 1080p high-definition picture and uncompressed 5.1 surround sound and stereo on stand-alone Blu-ray, along with DVD and digital long form video formats.']",15.5,"[{'thumb': 'https://m.media-amazon.com/images/I/51CEzNqzPPL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CEzNqzPPL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Nirvana   Format: Audio CD,"['CDs & Vinyl', 'Rock', 'Hard Rock']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.51 x 5.08 x 0.55 inches; 4.3 Ounces', 'Manufacturer': 'Geffen', 'Item model number': '21169771', 'Original Release Date': '2011', 'SPARS Code': 'DDD', 'Date First Available': 'June 23, 2011', 'Label': 'Geffen', 'Number of discs': '2'}",B0057GYOA4,,,
Digital Music,Nevermind,4.8,14964,[],[],35.99,"[{'thumb': 'https://m.media-amazon.com/images/I/61aRHnk3hDL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61aRHnk3hDL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Nirvana   Format: Audio CD,"['CDs & Vinyl', 'Rock', 'Hard Rock']","{'Is Discontinued By Manufacturer': 'No', 'Manufacturer': 'Universal Japan', 'Date First Available': 'October 16, 2007', 'Label': 'Universal Japan', 'Number of discs': '1'}",B000VZK7T8,,,
Digital Music,Nirvana: Nevermind Remastered,4.8,14958,[],"['Classic Nirvana record including Smells Like Teen Spirit, Come As You Are, Lithium + more. 2009 pressing on 180g vinyl.']",249.99,"[{'thumb': 'https://m.media-amazon.com/images/I/21Pi-im85UL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21Pi-im85UL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/41X0YnXFdML._SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21Pi-im85UL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21Pi-im85UL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/41X0YnXFdML._SL1000_.jpg'}]",[],Nirvana   Format: Vinyl,"['CDs & Vinyl', 'Rock', 'Hard Rock']","{'Package Dimensions': '12.99 x 12.91 x 0.24 inches; 1.25 Pounds', 'Manufacturer': 'DGC', 'Date First Available': 'May 11, 2011', 'Label': 'DGC', 'Number of discs': '1'}",B0050C1Q6K,,,
Digital Music,Rumours - 2nd Issue,4.8,14954,[],[],39.99,"[{'thumb': 'https://m.media-amazon.com/images/I/41WcKqvXmwL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41WcKqvXmwL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61GRdETStIL._SL1280_.jpg'}]",[],Fleetwood Mac   Format: Vinyl,"['CDs & Vinyl', 'AutoRip']","{'Package Dimensions': '12.28 x 12.28 x 0.31 inches; 7.2 Ounces', 'Date First Available': 'January 2, 2013', 'Number of discs': '1'}",B005G22OEW,,,
Digital Music,Nevermind,4.8,14950,[],"[""Released in 1991, Nirvana's sophomore album and major label debut elevated Kurt Cobain, Krist Novoselic and Dave Grohl from a critically acclaimed cult band to generation spokesmen who'd unwittingly created a cultural shift and musical touchstone. Rising to #1 and ultimately selling over 30 million copies worldwide, Nevermind would come to be much more than one of the most successful and influential albums of the Rock era. Now on the occasion of Nevermind's 20th anniversary, Universal presents a full spectrum re-release worthy of such a pivotal classic.""]",,"[{'thumb': 'https://m.media-amazon.com/images/I/51qpgEq-3XL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51qpgEq-3XL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71DQrKpImPL._SL1400_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/615YXRe9qoL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/615YXRe9qoL.jpg', 'variant': 'BACK', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/415TIOTXATL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/415TIOTXATL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/91hGxWW4Z5L._SL1500_.jpg'}]",[],Nirvana   Format: Audio CD,"['CDs & Vinyl', 'Rock', 'Hard Rock']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '4.96 x 5.63 x 0.39 inches; 3.32 Ounces', 'Manufacturer': 'Geffen', 'Item model number': '0602527779089', 'Original Release Date': '2011', 'SPARS Code': 'DDD', 'Date First Available': 'June 23, 2011', 'Label': 'Geffen', 'Number of discs': '1'}",B0057GYO9K,,,
Digital Music,Nevermind,4.8,14930,[],['Japanese Special Edition of this Classic Original Album Re-released on CD and Packaged in a 12 X 12 Inch Album Sized LP Replica Sleeve with all the Original Artwork and Tracks.'],,"[{'thumb': 'https://m.media-amazon.com/images/I/519NSSWWK3L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/519NSSWWK3L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Nirvana   Format: Audio CD,"['CDs & Vinyl', 'Rock', 'Hard Rock']","{'Package Dimensions': '12.2 x 12.13 x 0.16 inches; 7.04 Ounces', 'Manufacturer': 'Universal Japan', 'Date First Available': 'July 26, 2006', 'Label': 'Universal Japan', 'Number of discs': '1'}",B0009V1GDK,,,
Digital Music,"Rumours ( Exclusive, Vinyl) (Gold Colored)",4.8,14841,[],['Side A: Second Hand News Dreams Never Going Back Again Don’t Stop Go Your Own Way Songbird Side B: The Chain You Make Loving Fun I Don’t Want to Know Oh Daddy Gold Dust Woman'],,"[{'thumb': 'https://m.media-amazon.com/images/I/41RrabMYmxL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41RrabMYmxL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71Tu4nLUmhL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Qq2GzaaAL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Qq2GzaaAL.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41wHPwAFfhL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41wHPwAFfhL.jpg', 'variant': 'PT02', 'hi_res': None}]",[],Fleetwood Mac   Format: Vinyl,"['CDs & Vinyl', 'Vinyl Store']","{'Package Dimensions': '15.04 x 12.76 x 0.67 inches; 1.1 Pounds', 'Manufacturer': 'Reprise / WEA', 'Date First Available': 'September 24, 2021', 'Label': 'Reprise / WEA'}",B09H3GLN25,,,
Digital Music,"Fleetwood Mac "" RUMOURS "" REMASTERED 2-LP @ 45rpm 180 Gram Vinyl {Special Limited Edition}",4.8,14825,[],"[""Rolling Stone 500 Greatest Albums of All Time - Rated 25/500! Track Listings:..... SECOND HAND NEWS , DREAMS , NEVER GOING BACK AGAIN , DON'T STOP , GO YOUR OWN WAY , SONGBIRD , THE CHAIN , YOU MAKE LOVING FUN , I DON'T WANT TO KNOW , OH DADDY , GOLD DUST WOMAN.""]",,"[{'thumb': 'https://m.media-amazon.com/images/I/51DIn8oB4cL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51DIn8oB4cL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51Lel8GWX7L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Lel8GWX7L.jpg', 'variant': 'PT01', 'hi_res': None}]",[],Fleetwood Mac,"['CDs & Vinyl', 'Pop', 'Soft Rock']","{'Package Dimensions': '12.8 x 12.5 x 0.5 inches; 0.01 Ounces', 'Manufacturer': 'Reprise/Warner', 'Date First Available': 'December 6, 2011', 'Label': 'Reprise/Warner'}",B006ITJUZS,,,
Digital Music,Rumours [Vinyl],4.8,14824,[],[],24.35,"[{'thumb': 'https://m.media-amazon.com/images/I/419EPQkI2jL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/419EPQkI2jL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91EX+Ia1jhL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51oKfWQ1XVL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51oKfWQ1XVL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/918fJYVzCEL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41VBUcvpKfL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41VBUcvpKfL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/91Ed09wu-wL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41lbwQ7vysL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41lbwQ7vysL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/912Lef-9D9L._SL1500_.jpg'}]",[],Fleetwood Mac   Format: Vinyl,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '12.13 x 12.05 x 0.1 inches; 7.84 Ounces', 'Manufacturer': 'Warner Bros. Records', 'Date First Available': 'November 23, 2009', 'Label': 'Warner Bros. Records', 'Number of discs': '1'}",B000007WJ9,,,
Digital Music,Rumours Hybrid,4.8,14790,[],"['2011 Japanese only SACD-Hybrid pressing of the 1977 multi-platinum RUMOURS album. The sixth biggest-selling album of all time, with sales upwards of 30 million worldwide. It garnered 1977\'s Album of the Year Grammy & spent 31 weeks at #1. It includes the four Top 10 hit singles: ""Go Your Own Way"", ""Dreams"", ""Don\'t Stop"" & ""You Make Loving Fun"". Warner.']",26.11,"[{'thumb': 'https://m.media-amazon.com/images/I/51ZjmobTKKS._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ZjmobTKKS.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61v7YlFNuyS._SL1200_.jpg'}]",[],Fleetwood Mac   Format: Audio CD,"['CDs & Vinyl', 'Pop', 'Soft Rock']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '4.88 x 5.51 x 0.43 inches; 3.39 Ounces', 'Manufacturer': 'Wea Japan', 'Original Release Date': '2011', 'Date First Available': 'July 16, 2011', 'Label': 'Wea Japan', 'Number of discs': '1'}",B005804NCI,,,
Digital Music,Rumours [LP],4.8,14782,[],"[""On February 4th 1977, after a year of recording through hedonism, scandal and relationship break-ups the British-American rock band Fleetwood Mac released their eleventh studio album, Rumours. Although troubled with tension and setbacks the second time round combination of Mick Fleetwood, Stevie Nicks, Lindsey Buckingham, John and Christine McVie, together with the production talents of Ken Caillat and Richard Dashut had created the band’s ultimate masterpiece. Track List: Side A 1. Second Hand News 2. Dreams 3. Never Going Back Again 4. Don't Stop 5. Go Your Own Way 6. Songbird Side B 1. The Chain 2. You Make Loving Fun 3. I Don't Want to Know 4. Oh Daddy 5. Gold Dust Woman""]",34.45,"[{'thumb': 'https://m.media-amazon.com/images/I/41cQnbwzSoL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41cQnbwzSoL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71lzpnp2LNL._SL1425_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51qlFKxx53L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51qlFKxx53L.jpg', 'variant': 'PT01', 'hi_res': None}]",[],Fleetwood Mac   Format: Vinyl,"['CDs & Vinyl', 'Vinyl Store']","{'Product Dimensions': '0.39 x 0.39 x 0.5 inches; 8.47 Ounces', 'Manufacturer': 'LP Record', 'Item model number': 'Ad-bm8-71661', 'Date First Available': 'February 15, 2022', 'Label': 'LP Record', 'Number of discs': '1'}",B09SK4C3W3,,,
Digital Music,Fleetwood Mac - Rumours,4.8,14762,[],"['Fleetwood Mac\'s ""Rumours,"" one of the biggest-selling albums in music history, the most celebrated album from one of the most popular rock groups of all time. Now added to the album lineup is the previously unreleased studio track ""Silver Springs,"" recorded during the ""Rumours"" sessions but not included on the original album due to time constraints. Songs: Second Hand News, Dreams, Never Going Back Again, Don\'t Stop, Go Your Own Way, Silver Springs, The Chain, You Make Loving Fun, I Don\'t Want to Know, Oh Daddy, Gold Dust Woman, Songbird.']",60.0,"[{'thumb': 'https://m.media-amazon.com/images/I/51X3-SQ7C7L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51X3-SQ7C7L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81qYL1l7PRL._SL1333_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Hjz35SveL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Hjz35SveL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71pAJcSf3gL._SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51GGWzIC2-L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51GGWzIC2-L.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/7101i4XIZnL._SL1000_.jpg'}]",[],Fleetwood Mac   Format: DVD Audio,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Package Dimensions': '6.1 x 5.71 x 0.35 inches; 4 Ounces', 'Manufacturer': 'Warner Bros.', 'SPARS Code': 'ADD', 'Date First Available': 'July 27, 2006', 'Label': 'Warner Bros.', 'Number of discs': '1'}",B00005B5L4,,,
Digital Music,Fleetwood Mac: Rumours (Remastered) LP,4.8,14753,[],"['Official reissue of Fleetwood Mac\'s Rumours pressed up on virgin audiophile vinyl. Not the rarest record by any means (it is after all the second biggest-selling record of all time), but still heavily sweated amongst djs, collectors, and music lovers alike for good reason. This is the one with all hits - ""Dreams(1),"" ""Don\'t Stop(2),"" ""Go Your Own Way(3),"" ""You Make Loving Fun(4),"" ""The Chain(5),"" etc. Stevie Nicks and company were at the top of their game with this one making it the top album of 1977 (catching a Grammy for best album and Diamond award from R.I.A.A.). Classic and essential.']",35.97,"[{'thumb': 'https://m.media-amazon.com/images/I/41TBg0+DX8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41TBg0+DX8L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61KHdUHlCeL._SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41TBg0+DX8L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41TBg0+DX8L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61KHdUHlCeL._SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41i4ch5zYqL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41i4ch5zYqL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61yYvAwfmZL._SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/516nKPB3+wL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/516nKPB3+wL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/715uGnMesQL._SL1200_.jpg'}]",[],Fleetwood Mac   Format: Vinyl,"['CDs & Vinyl', 'Pop', 'Soft Rock']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '12.28 x 11.97 x 0.39 inches; 10.4 Ounces', 'Manufacturer': 'Reprise', 'Date First Available': 'May 11, 2011', 'Label': 'Reprise', 'Number of discs': '1'}",B018ZUR62G,,,
Digital Music,Rumours,4.8,14705,[],['1977 Japanese audiophile 1st pressing.'],,"[{'thumb': 'https://m.media-amazon.com/images/I/51lfvbK+JFL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51lfvbK+JFL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Fleetwood Mac,"['CDs & Vinyl', 'Pop', 'Soft Rock']","{'Manufacturer': 'Warner Bros. (Japan)', 'Date First Available': 'September 29, 2012', 'Label': 'Warner Bros. (Japan)'}",B009JIGIIW,,,
Digital Music,Rumours,4.8,14697,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51DEzSVf28L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51DEzSVf28L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Fleetwood Mac   Format: Audio CD,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']",{},B001H68KGM,,,
Digital Music,Christmas,4.8,14652,[],"['Deluxe edition includes three bonus tracks on the audio disc; Winter Wonderland, Frosty the Snowman (Feat. The Puppini Sisters) and Silver Bells (Feat. Naturally 7). The Bonus DVD (NTSC/Region 0) features; \'the making of \'Christmas\' footage\' as well as interviews and \'behind-the-scenes\' and \'in-the-studio footage\'. 2011 holiday release from the Grammy-winning vocalist. Christmas, produced by David Foster, Bob Rock and Humberto Gatica, was recorded primarily at Capitol Recording Studios in Hollywood and the Warehouse Studios in Vancouver. The album includes guest performances by Shania Twain on ""White Christmas"" and the Puppini Sisters on ""Jingle Bells."" Bublé also put his unique take on such classics as ""Silent Night,"" ""Have Yourself a Merry Little Christmas,"" ""It\'s Beginning to Look a Lot Like Christmas"" and ""Santa Claus Is Coming to Town."" in addition, a Bublé original ""Cold December Night"" is included on Christmas. Warner. 2011.']",7.67,"[{'thumb': 'https://m.media-amazon.com/images/I/51bZmqA230L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51bZmqA230L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/8123-hr16NL._SL1425_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51TrYVlO5NL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51TrYVlO5NL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/71vMKZcJxsL._SL1081_.jpg'}]",[],Michael Bublé   Format: Audio CD,"['CDs & Vinyl', 'Holiday & Wedding', 'Christmas']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.63 x 4.92 x 0.51 inches; 3.6 Ounces', 'Manufacturer': ""Wea Int'L"", 'Item model number': 'Christmas', 'Original Release Date': '2011', 'SPARS Code': 'DDD', 'Date First Available': 'September 25, 2011', 'Label': ""Wea Int'L"", 'Number of discs': '2'}",B005OQ7DG4,,,
Digital Music,Michael Bublé - Christmas Music Album Exclusive Limited Edition Colored Red and Green Splatter Vinyl LP,4.8,14652,[],"['Track Listing', ""1. It's Beginning To Look A Lot Like Christmas"", ""1. It's Beginning To Look A Lot Like Christmas"", '2. Santa Claus Is Coming To Town', '2. Santa Claus Is Coming To Town', '3. Jingle Bells (feat. The Puppini Sisters)', '3. Jingle Bells (feat. The Puppini Sisters)', '4. White Christmas (Duet With Shania Twain)', '4. White Christmas (Duet With Shania Twain)', '5. All I Want For Christmas Is You', '5. All I Want For Christmas Is You', '6. Holly Jolly Christmas', '6. Holly Jolly Christmas', '7. Santa Baby', '7. Santa Baby', '8. Have Yourself A Merry Little Christmas', '8. Have Yourself A Merry Little Christmas', '9. Christmas (Baby Please Come Home)', '9. Christmas (Baby Please Come Home)', '10. Silent Night', '10. Silent Night', '11. Blue Christmas', '11. Blue Christmas', '12. Cold December Night', '12. Cold December Night', ""13. I'll Be Home For Christmas"", ""13. I'll Be Home For Christmas"", '14. Ave Maria', '14. Ave Maria', '15. Mis Deseos/Feliz Navidad (Duet With Thalia)', '15. Mis Deseos/Feliz Navidad (Duet With Thalia)', ""16. Michael's Christmas Greeting"", ""16. Michael's Christmas Greeting""]",,"[{'thumb': 'https://m.media-amazon.com/images/I/51ObYjlkZFL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ObYjlkZFL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71mJjaD31PL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51gVrySEZ-L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51gVrySEZ-L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71a6I43LYML._SL1425_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/5108cFzcZRL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/5108cFzcZRL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71iAI9Xo9sL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41BuGOvDueL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41BuGOvDueL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81IoXT+IqmL._SL1500_.jpg'}]",[],Michael Bublé   Format: Vinyl,"['CDs & Vinyl', 'Vinyl Store']","{'Package Dimensions': '12.72 x 12.68 x 0.87 inches; 7.2 Ounces', 'Manufacturer': 'Warner Music Group Company', 'Date First Available': 'December 9, 2018', 'Label': 'Warner Music Group Company'}",B07L9J9X4W,,,
