rating,title_x,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,main_category,title_y,average_rating,rating_number,features,price,text_cleaned,text_cleaned1,sentiment
5,"If it feels good, do it.",Thank you Jesus! This one's for Mal!,[],B08KH2L8DH,B08KGT79CH,AE2SYZQ5KUX3GWS7VHPROOFMQDRQ,2020-12-09 22:04:57.433,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,thank you jesus ! this one be for mal !,thank jesus mal,0
2,What a disappointment,"Out of 12 songs on this CD, two, possibly three, are any good.  The rest are boring, trivial and well below the usual standard we've come to expect from this artist.  Really sorry I bought this CD as I can't imagine ever listening to it again.",[],B09HVRTMFX,B09HVRTMFX,AHY42NX3YPVHHHY6H6GCU2GI6Z7A,2021-12-16 16:52:39.684,0,True,Digital Music,30,4.6,39104,[],7.27,"out of 12 song on this cd , two , possibly three , be any good .   the rest be boring , trivial and well below the usual standard we have come to expect from this artist .   really sorry i buy this cd as i can not imagine ever listen to it again .",song cd possibly good rest boring trivial usual standard come expect artist sorry buy cd imagine listen,0
5,Awesome!,Gotta love AC/DC - and Amazon gets it to you fast!,[],B08KGT79CH,B08KGT79CH,AG7NNGSZ3F6EYBATRZDLZSTPQQ2A,2021-01-18 18:34:28.114,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,got to love ac / dc - and amazon get it to you fast !,got to love ac dc amazon get fast,4
5,"Amazon & AC/DC, as always, ROCKS!","AC/DC, as always, ROCKS!",[],B08KGT79CH,B08KGT79CH,AENEM3JGLHTWLQM6HXYOBVTCM4OQ,2021-01-22 23:41:20.344,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,"ac / dc , as always , rocks !",ac dc rocks,4
1,Very forgettable,Only one good song on this album (Easy on Me). It seems like the media is in bed with the record company because they surely hyped this album up in order for it to sell. It is awful!!,[],B09HVRTMFX,B09HVRTMFX,AHBOE2EFVAUH2EOPFCHZASVWES2Q,2021-12-22 10:51:28.918,2,False,Digital Music,30,4.6,39104,[],7.27,only one good song on this album ( easy on i ) . it seem like the medium be in bed with the record company because they surely hype this album up in order for it to sell . it be awful ! !,good song album easy like medium bed record company surely hype album order sell awful,0
2,Some Good Songs,"I love Adele but was underwhelmed with this album. I could've paid for a few songs and been good with it. We know she has a great voice, but unlike other ""breakup therapy"" albums from other artists, this album lacked a variety of songs that showcase her range. If you want a monotone album to cry over months after a breakup,, this is for you,, but like one review said, it was Meh.",[],B09HVRTMFX,B09HVRTMFX,AHQE26MWY27MPZGLZNVZDPNK4OBQ,2021-11-23 18:33:56.898,2,False,Digital Music,30,4.6,39104,[],7.27,"i love adele but be underwhelme with this album . i could 've pay for a few song and be good with it . we know she have a great voice , but unlike other "" breakup therapy "" album from other artist , this album lack a variety of song that showcase her range . if you want a monotone album to cry over month after a breakup , , this be for you , , but like one review say , it be meh .",love adele underwhelme album pay song good know great voice unlike breakup therapy album artist album lack variety song showcase range want monotone album cry month breakup like review say meh,1
3,"A fun album, no duds, no standouts","This album is a solid 41 minutes of music. The production is okay, but nothing like Back in Black or even Razors Edge. The mix doesnt have a kick to it and Johnson's vocals get raised or dropped in the mix depending on the song. The songs are even. Unlike Black Ice that had strong standouts like Rock N Roll Train or War Machine versus total missus like Big Jack, this album feels steady. That's a good thing and a bad thing at the same type.<br /><br />The songs do offer a decent variety but some repeats.<br /><br />Realize has a tamer Thunderstruck vibe. A chanting background  with a decent hook.<br />Rejection is a good one that has that Black Ice feel to it. I'd swear this one is from that album<br />Shot In The Dark has a nice kick to it. Short and fast with some chanting to it.<br />Through The Mists of Time is different from the rest of the album I like the lyrics and the rhythm here. Problem the biggest departure from the norm.<br />Kick You When You're Down is another different one. It has that start-stop to the beat like something you might find on Highway To Hell. I like this one as well.<br />Witch's Spell is a tight rocker.<br />Demon Fire is a great song but it's Caught With Your Pants Down basically with new lyrics. I like the updated version here.<br />Wild Reputation is a bluesy tune with a decent Angus cut.<br />No Man's Land is even more bluesy and it works really here. Another favorite of mine. It has Malcolm all over it.<br />Systems Down should have been the album finisher. It builds steam and is a good track.<br />Money Shot is not what you might think. It's not filler, it's not crude and it features my favorite Angus solo on the album.<br />Code Red is another excellent track. The second side is very, very solid and really the order can be debated but this is a good album ending.<br /><br />The final three songs remind me of the George Young (and Vanda) days where the guitars stand out above everything else. Like something like Show Business or another track from before Let There Be Rock.<br /><br />Is this album among the best? Of course not. It compares to Ballbreaker, Stiff Upper Lip, Black Ice and Rock Or Bust. The hard riffs found on Flick of the Switch or Fly On The Wall (other less than favorable albums) are not present but the album isnt as slow as Stiff Upper Lip.<br /><br />The hardest part about the album is there are only a handful of total minutes where Angus cuts loose and that's the main reason to listen to the album.<br /><br />I can see this album sitting above Stiff Upper Lip, Rock or Bust and maybe even with Black Ice but below Razors Edge. I like the album but I can't go higher than 3 stars.<br /><br />Angus!",[],B08KGT79CH,B08KGT79CH,AGWQHPSNZKWX3LP3ZO6B6F72UXNA,2020-11-16 13:56:35.774,27,True,Digital Music,POWER UP,4.8,28753,[],8.85,"this album be a solid 41 minute of music . the production be okay , but nothing like back in black or even razors edge . the mix do not have a kick to it and johnson 's vocal get raise or drop in the mix depend on the song . the song be even . unlike black ice that have strong standout like rock n roll train or war machine versus total missus like big jack , this album feel steady . that be a good thing and a bad thing at the same type.<br /><br />the song do offer a decent variety but some repeats.<br /><br />realize have a tame thunderstruck vibe . a chant background   with a decent hook.<br />rejection be a good one that have that black ice feel to it . i would swear this one be from that album < br />shot in the dark have a nice kick to it . short and fast with some chant to it.<br />through the mist of time be different from the rest of the album i like the lyric and the rhythm here . problem the big departure from the norm.<br />kick you when you be down be another different one . it have that start - stop to the beat like something you might find on highway to hell . i like this one as well.<br />witch 's spell be a tight rocker.<br />demon fire be a great song but it be catch with your pant down basically with new lyric . i like the update version here.<br />wild reputation be a bluesy tune with a decent angus cut.<br />no man 's land be even more bluesy and it work really here . another favorite of mine . it have malcolm all over it.<br />system down should have be the album finisher . it build steam and be a good track.<br />money shot be not what you might think . it be not filler , it be not crude and it feature my favorite angus solo on the album.<br />code red be another excellent track . the second side be very , very solid and really the order can be debate but this be a good album ending.<br /><br />the final three song remind i of the george young ( and vanda ) day where the guitar stand out above everything else . like something like show business or another track from before let there be rock.<br /><br />is this album among the good ? of course not . it compare to ballbreaker , stiff upper lip , black ice and rock or bust . the hard riff find on flick of the switch or fly on the wall ( other less than favorable album ) be not present but the album be not as slow as stiff upper lip.<br /><br />the hard part about the album be there be only a handful of total minute where angus cut loose and that be the main reason to listen to the album.<br /><br />i can see this album sit above stiff upper lip , rock or bust and maybe even with black ice but below razors edge . i like the album but i can not go high than 3 stars.<br /><br />angus !",album solid minute music production okay like black razors edge mix not kick johnson vocal raise drop mix depend song song unlike black ice strong standout like rock n roll train war machine versus total missus like big jack album feel steady good thing bad thing song offer decent variety tame thunderstruck vibe chant background decent good black ice feel swear album br dark nice kick short fast chant mist time different rest album like lyric rhythm problem big departure different start stop beat like find highway hell like spell tight fire great song catch pant basically new lyric like update version reputation bluesy tune decent angus man land bluesy work favorite malcolm album finisher build steam good shot think filler crude feature favorite angus solo red excellent track second solid order debate good album final song remind george young vanda day guitar stand like like business track let album good course compare ballbreaker stiff upper lip black ice rock bust hard riff find flick switch fly wall favorable album present album not slow stiff upper hard album handful total minute angus cut loose main reason listen album sit stiff upper lip rock bust maybe black ice razors edge like album high,2
2,Not a great CD,Only one song I cared for,[],B09HVRTMFX,B09HVRTMFX,AGRRAUKGNXGUB5WNPQEG7B6PJDAQ,2022-02-16 19:39:30.136,0,True,Digital Music,30,4.6,39104,[],7.27,only one song i care for,song care,0
5,New Music from AC/DC,Very good addition to the AC/DC collection. It's always good to get new music from the band and this album was no exception.,[],B08KGT79CH,B08KGT79CH,AFDZIDWDCYIRRD4QVBJZH4SU2DQA,2020-12-29 23:40:44.734,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,very good addition to the ac / dc collection . it be always good to get new music from the band and this album be no exception .,good addition ac dc collection good new music band album exception,4
5,Husband says great!,Husband loved it.  He was looking forward to adding it to his collection.,[],B08KH2L8DH,B08KGT79CH,AEKZHYWWZQYVUTQ3EBSFIJHF4GVA,2021-01-17 20:56:37.649,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,husband love it .   he be look forward to add it to his collection .,husband love look forward add collection,4
5,LOVE THIS VINYL,"I hate that people reviewed Adele instead of the vinyl, I looove Adele obviously but the vinyl was good quality and sound comes through good too.",[],B09HVTKLPQ,B09HVRTMFX,AHUWICEO32R6K52BYXS2XG53YZQQ,2022-02-01 22:16:29.264,0,True,Digital Music,30,4.6,39104,[],7.27,"i hate that people review adele instead of the vinyl , i looove adele obviously but the vinyl be good quality and sound come through good too .",hate people review adele instead vinyl looove adele obviously vinyl good quality sound come good,4
5,Power UP,It arrived in perfect conditions and on time. I love the CD. It is great.,[],B08KGT79CH,B08KGT79CH,AHCT33RK5VEKAHXGUI2DG4ZTC56Q,2021-03-09 21:48:58.435,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,it arrive in perfect condition and on time . i love the cd . it be great .,arrive perfect condition time love cd great,4
5,Cool cd,Love it the music is very awersome.,[],B08KGT79CH,B08KGT79CH,AHD5MA7GRER7BPMTCI2SYAUCAC7A,2020-11-22 21:16:33.391,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,love it the music be very awersome .,love music awersome,4
5,Lovely,"Adele is Adele, nothing can go wrong.<br />Secure packaging and came in perfect conditions.",[],B09HVTKLPQ,B09HVRTMFX,AF2WYWC3P5OGLVYAPQIMSHIF5XRA,2022-01-15 15:12:13.980,0,True,Digital Music,30,4.6,39104,[],7.27,"adele be adele , nothing can go wrong.<br />secure packaging and come in perfect condition .",adele adele packaging come perfect condition,4
4,It's AC/DC,"Typical. Nothing stood out for me. Like the band but I feel you need two discs with Bon, and two with Brian and that's good enough.",[],B08KGT79CH,B08KGT79CH,AHQHRESANRNQQRFJGRUN3HOQCR2A,2020-12-10 02:19:43.908,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,"typical . nothing stand out for i . like the band but i feel you need two disc with bon , and two with brian and that be good enough .",typical stand like band feel need disc bon brian good,2
1,Almost no singing just whining one star is to much,This is just not the worst Adele cd I have ever bought this is the worst cd I have ever bought,[],B09HVRTMFX,B09HVRTMFX,AE6EFWQLPKWIUIRAWYEARZQNZNDQ,2021-12-01 00:12:33.064,2,True,Digital Music,30,4.6,39104,[],7.27,this be just not the bad adele cd i have ever buy this be the bad cd i have ever buy,bad adele cd buy bad cd buy,0
5,Such a Blessing,"This album has been such a blessing to me in these difficult times. I really think that all of the1-star reviews are missing the point on this one. Badly Sung? I think there's something wrong with your headphones dude. This is some of the most incredible work Adele has done. Adele has always worn her heart on her sleeve but Gosh I really felt the love her and her producers put on this album. I think the sign of a great singer is it feels like they are singing directly to you, and Adele does that. She makes you feel like she is speaking directly to you.",[],B09HVRTMFX,B09HVRTMFX,AFOGJZKBUCLCSOY73XSRNHQMOINA,2021-12-13 22:31:57.217,0,False,Digital Music,30,4.6,39104,[],7.27,"this album have be such a blessing to i in these difficult time . i really think that all of the1 - star review be miss the point on this one . badly sung ? i think there be something wrong with your headphone dude . this be some of the most incredible work adele have do . adele have always wear her heart on her sleeve but gosh i really feel the love she and her producer put on this album . i think the sign of a great singer be it feel like they be singe directly to you , and adele do that . she make you feel like she be speak directly to you .",album blessing difficult time think star review miss point badly sung think wrong headphone dude incredible work adele adele wear heart sleeve gosh feel love producer album think sign great singer feel like singe directly adele make feel like speak directly,4
3,Arrived on time and in good shape,"The Music was ""meh"" ( not a top 10 album for sure  and no top 50 songs) Brian  seemed muffled in some tracks---and in some songs he sounded  too far ""in the back ground"". A few songs sounded like a spin off of past hits.. Just not the album I was hope-n for.. :O/ DCD",[],B08KGT79CH,B08KGT79CH,AGY3TRXFI65MCR7QKZEMEAUVKXFQ,2021-01-14 12:25:00.294,1,True,Digital Music,POWER UP,4.8,28753,[],8.85,"the music be "" meh "" ( not a top 10 album for sure   and no top 50 song ) brian   seem muffled in some track --- and in some song he sound   too far "" in the back ground "" . a few song sound like a spin off of past hit .. just not the album i be hope - n for .. : o/ dcd",music meh album sure song brian muffled track song sound far ground song sound like spin past hit album hope n dcd,1
1,This is disappointing,Just look at the pictures. My case is cracked/broken and cd scratched like all hell. Wow amazon,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71JFQK6Y-kL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71JFQK6Y-kL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71JFQK6Y-kL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71Xss9NeqZL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71Xss9NeqZL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71Xss9NeqZL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09HVRTMFX,B09HVRTMFX,AGZCPMGXJN67PR4BRV5WOELRHPMA,2021-11-20 06:29:04.575,6,True,Digital Music,30,4.6,39104,[],7.27,just look at the picture . my case be crack / break and cd scratch like all hell . wow amazon,look picture case crack break cd scratch like hell wow amazon,0
3,It's okay,"Seems nicely recorded, but nothing really stands out here.  I'm not even sure this album will make it to my personal collection of CDs.  I do genuinely like AC/DC but none of these songs really inspire me to tap a foot or shake my head.  It's a good album I suppose, but overall generally forgettable.",[],B08KGT79CH,B08KGT79CH,AFWTEULJZW3TIIMFNY7BJAKWUM4Q,2020-12-12 00:09:35.150,1,False,Digital Music,POWER UP,4.8,28753,[],8.85,"seems nicely record , but nothing really stand out here .   i be not even sure this album will make it to my personal collection of cd .   i do genuinely like ac / dc but none of these song really inspire i to tap a foot or shake my head .   it be a good album i suppose , but overall generally forgettable .",nicely record stand sure album personal collection cd genuinely like ac dc song inspire tap foot shake head good album suppose overall generally forgettable,2
1,this adele cd is not worth the money it sounds like a soap opera on every song,the entire cd is poor,[],B09HVRTMFX,B09HVRTMFX,AGSLHCTMU7AHHIHI55LECF223FGA,2021-11-27 18:42:30.360,4,True,Digital Music,30,4.6,39104,[],7.27,the entire cd be poor,entire cd poor,0
4,It's really good,It was good but I think not as good as her other ones,[],B09HVRTMFX,B09HVRTMFX,AFQDDPKVMU4VKKFBZ5RYOX4S6IHQ,2022-02-13 20:28:27.536,0,True,Digital Music,30,4.6,39104,[],7.27,it be good but i think not as good as her other one,good think good one,2
5,This album rocks all the way through.,Playing it in your car increases your chances of a speeding ticket.,[],B08KGT79CH,B08KGT79CH,AELXKP7PPM7MNNHMUV5R3B4ULDPA,2021-06-19 14:29:34.434,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,play it in your car increase your chance of a speed ticket .,play car increase chance speed ticket,4
2,Not her best work,Not fond of any songs: her earlier work was much better.,[],B09HVRTMFX,B09HVRTMFX,AEQIAQ5MOBIZXLJFH5BYOXNBEU2Q,2023-03-23 17:58:21.529,0,True,Digital Music,30,4.6,39104,[],7.27,not fond of any song : her early work be much well .,fond song early work well,1
1,Same old same old,Sounds like everything else they’ve put out after Back in Black.,[],B08KGT79CH,B08KGT79CH,AFUAHGAWXNRPYVH4LLTR4TRLVDEA,2021-05-07 13:12:03.599,1,True,Digital Music,POWER UP,4.8,28753,[],8.85,sound like everything else they ’ve put out after back in black .,sound like black,4
5,As usual...simply good listening!,"Turn it on, sit back, relax, and enjoy the sound!  The CD gets better with every song--after song six, it's on fire!",[],B09HVRTMFX,B09HVRTMFX,AFH6AXMMEE5KKFM7CJIWHMQ2EPNA,2021-12-07 18:57:29.788,1,True,Digital Music,30,4.6,39104,[],7.27,"turn it on , sit back , relax , and enjoy the sound !   the cd get well with every song -- after song six , it be on fire !",turn sit relax enjoy sound cd get well song song fire,4
5,A great album,I love the personal flavor of the songs. Many hits on this album.,[],B09HVRTMFX,B09HVRTMFX,AFWNADLO23MTAJECZFN5ZT2DKENA,2021-12-24 15:41:19.601,0,True,Digital Music,30,4.6,39104,[],7.27,i love the personal flavor of the song . many hit on this album .,love personal flavor song hit album,4
5,It's ADELE!  That's all you need to know!,Be at one with Adele as she shares emotional pieces of her past few years. Poignant.,[],B09HVRTMFX,B09HVRTMFX,AGMLOVNAKBNO73X7ULJVV722MPGA,2021-12-27 23:01:21.422,0,True,Digital Music,30,4.6,39104,[],7.27,be at one with adele as she share emotional piece of her past few year . poignant .,adele share emotional piece past year poignant,4
5,Beautifully sad,Adele's voice is in top form on this beautifully sad record.,[],B09HVRTMFX,B09HVRTMFX,AEJRIFSZLS3AENWZ5D2JWJRO7JFQ,2021-11-29 22:27:29.265,0,True,Digital Music,30,4.6,39104,[],7.27,adele 's voice be in top form on this beautifully sad record .,adele voice form beautifully sad record,4
5,I like this album,I had to listen to the album several times before I could say I really like it. It’s different from her previous albums . Adele is very talented with an amazing voice,[],B09HVRTMFX,B09HVRTMFX,AGZEIG77ZO3YD6AQQBYELO7RBTKA,2021-12-13 20:11:50.391,0,True,Digital Music,30,4.6,39104,[],7.27,i have to listen to the album several time before i could say i really like it . it ’ different from her previous album . adele be very talented with an amazing voice,listen album time like different previous album adele talented amazing voice,4
2,Disappointed,"I didn’t think this one was worth the money. I’m a big Adele fan ,but I admit this one wasn’t a keeper for me",[],B09HVRTMFX,B09HVRTMFX,AHU2WLEG6Y6UDRDCY47QNX3OOD7A,2022-02-02 18:30:15.284,0,True,Digital Music,30,4.6,39104,[],7.27,"i do not think this one be worth the money . i ’m a big adele fan , but i admit this one be not a keeper for i",think worth money big adele fan admit keeper,0
3,Not good quality,"I purchased this a few months ago. Did not have a turntable yet so that is on me. The album is of very low quality and sound poor. It has this odd noise on it, not the pleasing old nostalgic sound of a record. Something that is wrong.<br />This is a bummer as its not worth using.",[],B09HVSKCGQ,B09HVRTMFX,AGWYUBARM3Y3J2AIZ3R5BICL4DGQ,2022-03-05 01:44:25.192,0,True,Digital Music,30,4.6,39104,[],7.27,"i purchase this a few month ago . do not have a turntable yet so that be on i . the album be of very low quality and sound poor . it have this odd noise on it , not the pleasing old nostalgic sound of a record . something that be wrong.<br />this be a bummer as its not worth use .",purchase month ago turntable album low quality sound poor odd noise pleasing old nostalgic sound record bummer worth,0
5,Love Adel and the album ❤️,Love everything about it ❤️,[],B09HVTKLPQ,B09HVRTMFX,AEGTOM3FQNCFYVUNOU4UWNLI2WVA,2022-08-23 21:33:47.280,0,True,Digital Music,30,4.6,39104,[],7.27,love everything about it ❤ ️,love,4
3,The case is cracked.  Wouldn't be a big deal but it's a gift.😒,Didn't like the fact it was sent cracked.  It's a Christmas gift.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/818nmAFvQ0L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/818nmAFvQ0L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/818nmAFvQ0L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09HVRTMFX,B09HVRTMFX,AEPV7UNCAIH3B2U4AOO4QAFCQGBA,2021-12-03 17:15:06.739,0,True,Digital Music,30,4.6,39104,[],7.27,do not like the fact it be send crack .   it be a christmas gift .,like fact send crack christmas gift,0
5,Love her music,Great music. Love it.,[],B09HVRTMFX,B09HVRTMFX,AEYAAFYNAFXGYNPFCVSPDA4F5VXA,2022-04-11 23:36:54.625,0,True,Digital Music,30,4.6,39104,[],7.27,great music . love it .,great music love,4
2,Disappointing,Really only 1 good song😕,[],B09HVRTMFX,B09HVRTMFX,AEAOMWNHCNRSEKSXHN7URLZZPWGQ,2021-12-25 22:23:53.071,0,True,Digital Music,30,4.6,39104,[],7.27,really only 1 good song 😕,good song,0
2,Disappointed,"CD itself has no problem, very disappointed with the songs. I have 21 and 25 and this one is definitely the worst among all three. Because it’s Adele so I just bought it when it came out without checking any new songs or reviews online. Very disappointed!",[],B09HVRTMFX,B09HVRTMFX,AFIZ22HUWMMTCFV4WX22BKDTK4LA,2022-01-22 03:56:10.096,0,True,Digital Music,30,4.6,39104,[],7.27,"cd itself have no problem , very disappointed with the song . i have 21 and 25 and this one be definitely the bad among all three . because it ’ adele so i just buy it when it come out without check any new song or review online . very disappointed !",cd problem disappointed song definitely bad adele buy come check new song review online disappointed,0
5,Adele is awesome.she is an incredible singer.,Nothing to dislike.,[],B09HVRTMFX,B09HVRTMFX,AEXG36VLR4PVLL4XIPROYCFFPK5A,2021-12-17 23:23:28.504,0,True,Digital Music,30,4.6,39104,[],7.27,nothing to dislike .,dislike,4
5,This album is awesome. It's telling a story that most individuals understand.,Nothing to dispute.,[],B09HVRTMFX,B09HVRTMFX,AFXI7F4ZM4Z72C55CWL3ZSK5NGAA,2021-12-08 01:53:46.276,0,True,Digital Music,30,4.6,39104,[],7.27,nothing to dispute .,dispute,4
5,Love all things Adelle,Excited to get this CD. I love all things Adelle,[],B09HVRTMFX,B09HVRTMFX,AEDNTAUQDX3DYOC7H2CDUVGUTFLQ,2022-02-13 00:42:37.677,0,True,Digital Music,30,4.6,39104,[],7.27,excited to get this cd . i love all thing adelle,excited cd love thing adelle,4
5,Its AC/DC,"The Last ac/dc album is one of their best efforts in the past 30 years, a must have for All True Hard rockers!!",[],B08KGT79CH,B08KGT79CH,AGNTZKEIVCE3DXYTCTFDVK3D7QPA,2020-12-25 13:28:31.771,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,"the last ac / dc album be one of their good effort in the past 30 year , a must have for all true hard rocker ! !",ac dc album good effort past year true hard rocker,4
5,Outstanding new tunes from AC/DC - PWR UP man!,The new CD from AC/DC is just plain phenomenal rock and roll. These guys have not missed a step. It has me stomping around my living room. You want/need something to get your motor running at a high and steady RPM? Then PWR UP is the real deal!,[],B08KGT79CH,B08KGT79CH,AGKZON4FKS3JQLXIRTIGIOPLMOYA,2020-11-20 15:28:17.912,1,True,Digital Music,POWER UP,4.8,28753,[],8.85,the new cd from ac / dc be just plain phenomenal rock and roll . these guy have not miss a step . it have i stomp around my living room . you want / need something to get your motor run at a high and steady rpm ? then pwr up be the real deal !,new cd ac dc plain phenomenal rock roll guy miss step stomp living room want need motor run high steady rpm pwr real deal,4
5,The best!,What can I say ..... Love,[],B09HVRTMFX,B09HVRTMFX,AHYHD33VGLTVGOYY67NH5F4EF2KQ,2021-11-19 10:44:25.721,7,True,Digital Music,30,4.6,39104,[],7.27,what can i say ..... love,love,4
3,Not Adele’s best work.,"This is a totally different feeling collection of songs than her album, 25. Several feel like she is singing in a small jazz club with only a couple of instruments accompanying her. Where are the big, rousing blow your socks off songs?  If you are expecting another collection of songs like “25”, you will be disappointed.<br />Her voice is still magical, but the lyrics are not as effective as her earlier work.  The limited use of backup singers and orchestra is a letdown.",[],B09HVRTMFX,B09HVRTMFX,AGSF7D5UF5DQFJ4JGCZZHVX5SNGA,2021-12-27 02:40:04.497,0,True,Digital Music,30,4.6,39104,[],7.27,"this be a totally different feeling collection of song than her album , 25 . several feel like she be singe in a small jazz club with only a couple of instrument accompany she . where be the big , rouse blow your sock off song ?   if you be expect another collection of song like "" 25 "" , you will be disappointed.<br />her voice be still magical , but the lyric be not as effective as her early work .   the limited use of backup singer and orchestra be a letdown .",totally different feeling collection song album feel like singe small jazz club couple instrument accompany big rouse blow sock song expect collection song like voice magical lyric effective early work limited use backup singer orchestra letdown,2
5,Power Up,Another great set of music from the legendary AC/DC. Power up has the feel of earlier AC/DC music,[],B08KGT79CH,B08KGT79CH,AH44NUWTUMTY7356AEGVLGG4FQJA,2021-01-02 19:38:02.833,0,False,Digital Music,POWER UP,4.8,28753,[],8.85,another great set of music from the legendary ac / dc . power up have the feel of early ac / dc music,great set music legendary ac dc power feel early ac dc music,4
1,Least favorite from Adele,Do not like most of the songs.  Not her usual stuff.,[],B09HVRTMFX,B09HVRTMFX,AGFKOUWDADHBS42USTUHHA25QNVA,2022-09-22 19:05:14.724,0,True,Digital Music,30,4.6,39104,[],7.27,do not like most of the song .   not her usual stuff .,like song usual stuff,1
5,Adele does it again,Adele continues to be amazing.  My money is on a grammy,[],B09HVRTMFX,B09HVRTMFX,AENCOQZHO4GLYWPJ5ZP43YJAJB5Q,2022-02-26 21:02:19.464,0,False,Digital Music,30,4.6,39104,[],7.27,adele continue to be amazing .   my money be on a grammy,adele continue amazing money grammy,4
1,"Snoozefest, and no download code.","I guess it's good that there was no download code included with the album that I wasted $40 on, that way I won't fall asleep listening to it while I'm driving.",[],B09HVTKLPQ,B09HVRTMFX,AEY5NEQREJ4MQNQNGFUC6DUTFBYA,2021-11-24 17:55:13.638,0,True,Digital Music,30,4.6,39104,[],7.27,"i guess it be good that there be no download code include with the album that i waste $ 40 on , that way i will not fall asleep listen to it while i be drive .",guess good download code include album waste way will fall asleep listen drive,0
5,Great music,"Adele always comes thru. As usual this album is great, her songs are great",[],B09HVRTMFX,B09HVRTMFX,AFRUDPWREMQYRFHNB6QPOUQEQAJQ,2021-12-07 12:38:56.406,0,True,Digital Music,30,4.6,39104,[],7.27,"adele always come thru . as usual this album be great , her song be great",adele come usual album great song great,4
5,Beautiful Album,Once again Adele puts out a phenomenal album!  Her music is so compelling and rich to the ears!,[],B09HVRTMFX,B09HVRTMFX,AFXHWS7M3MCV6YNTLSVQSUJTEFDQ,2022-01-08 04:00:19.528,0,True,Digital Music,30,4.6,39104,[],7.27,once again adele put out a phenomenal album !   her music be so compelling and rich to the ear !,adele put phenomenal album music compelling rich ear,4
1,Depressing.,Not her best;,[],B09HVRTMFX,B09HVRTMFX,AFJFF6KY4LLNZEAVY4GNHE22O6FA,2022-01-14 19:59:13.561,0,True,Digital Music,30,4.6,39104,[],7.27,not her good ;,good,1
5,Best album yet,This is by far the best album of the year as well as one fo the best AC/DC has released in a long while. 5 star all the way,[],B08KGT79CH,B08KGT79CH,AEGBAOBSHQ7OJLBHRJ2P5SZJDHHQ,2020-12-03 20:29:16.422,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,this be by far the good album of the year as well as one fo the good ac / dc have release in a long while . 5 star all the way,far good album year fo good ac dc release long star way,4
5,Good gift,This CD works great. Stepdad loves it.,[],B08KGT79CH,B08KGT79CH,AEQR7EIKTZM7NGQOFIKSISSSF25Q,2021-03-01 00:10:21.807,0,True,Digital Music,POWER UP,4.8,28753,[],8.85,this cd work great . stepdad love it .,cd work great stepdad love,4
1,Disappointed,Was excited to get her new CD but did not like the songs.,[],B09HVRTMFX,B09HVRTMFX,AGXPOLLUCDPZNJU5JEZVSUTKOQ5A,2022-01-27 03:41:54.880,0,True,Digital Music,30,4.6,39104,[],7.27,be excited to get her new cd but do not like the song .,excited new cd like song,1
5,Adele put her raw emotions into words which helped her to heal and love herself.,Nothing about this album to dislike.  This album is by far Adele's best.  Everything Adele was feeling emotionally is in this album.  Bravo for not being afraid to put yourself out there.,[],B09HVRTMFX,B09HVRTMFX,AE4A64G7MYZJD6A2FLLTC4W464PQ,2021-12-16 00:37:39.935,0,True,Digital Music,30,4.6,39104,[],7.27,nothing about this album to dislike .   this album be by far adele 's good .   everything adele be feel emotionally be in this album .   bravo for not be afraid to put yourself out there .,album dislike album far adele good adele feel emotionally album bravo afraid,4
3,No auto rip?,"Love the cd put very upset that the whole albums is not in my Amazon music, it was advertised to be included in auto rip",[],B09HVRTMFX,B09HVRTMFX,AHZFQQ3AC77AMFFWIPC7LB2LBHXA,2021-11-21 23:00:34.120,0,True,Digital Music,30,4.6,39104,[],7.27,"love the cd put very upset that the whole album be not in my amazon music , it be advertise to be include in auto rip",love cd upset album amazon music advertise include auto rip,4
